"plan_opt","code","prem20_total","prem21_total","prem21_gov","prem21_empl","prem21_increase","prem20_monthly_total","prem21_monthly_total","prem21_monthly_gov","prem21_monthly_empl","prem21_monthly_increase"
"Texas Scott and White Health Plan - Standard Self & Family","P85","893.68",1047.43,562.25,485.18,"137.97","1936.31",2269.43,1218.21,1051.22,"298.93"
"Texas Scott and White Health Plan - Standard Self Plus One","P86","844.29",989.52,517.46,472.06,"131.88999999999999","1829.3",2143.96,1121.16,1022.8,"285.76"
"Texas UnitedHealthcare Insurance Company, Inc. - Choice Plus Primary - High Self","AS1","242.68",276.68,207.51,69.17,"8.5","525.80999999999995",599.47,449.6,149.87,"18.420000000000002"
"Texas UnitedHealthcare Insurance Company, Inc. - Choice Plus Primary - High Self & Family","AS2","573.86",654.35,490.76,163.59,"20.13","1243.3599999999999",1417.76,1063.32,354.44,"43.6"
"Texas UnitedHealthcare Insurance Company, Inc. - Choice Plus Primary - High Self Plus One","AS3","521.73",594.87,446.15,148.72,"18.29","1130.42",1288.89,966.67,322.22,"39.619999999999997"
"Texas UnitedHealthcare Insurance Company, Inc. Choice Plus Advanced - Value Self","L91","240.69",255.98,191.99,63.99,"3.82","521.5",554.62,415.97,138.65,"8.2799999999999994"
"Texas UnitedHealthcare Insurance Company, Inc. Choice Plus Advanced - Value Self & Family","L92","674.89",717.76,538.32,179.44,"10.72","1462.26",1555.15,1166.36,388.79,"23.23"
"Texas UnitedHealthcare Insurance Company, Inc. Choice Plus Advanced - Value Self Plus One","L93","470.06",499.93,374.95,124.98,"7.47","1018.46",1083.18,812.39,270.79,"16.18"
"Texas UnitedHealthcare Insurance Company, Inc. Choice Primary - High Self","Y81","233.88",266.18,199.64,66.54,"8.07","506.74",576.72,432.54,144.18,"17.5"
"Texas UnitedHealthcare Insurance Company, Inc. Choice Primary - High Self & Family","Y82","553.03",629.51,472.13,157.38,"19.12","1198.23",1363.94,1022.96,340.98,"41.42"
"Texas UnitedHealthcare Insurance Company, Inc. Choice Primary - High Self Plus One","Y83","502.79",572.28,429.21,143.07,"17.37","1089.3800000000001",1239.94,929.96,309.98,"37.64"
"Texas UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self","Y51","New Plan",190.03,142.52,47.51,"New Plan","New Plan",411.73,308.8,102.93,"New Plan"
"Texas UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self & Family","Y52","New Plan",503.57,377.68,125.89,"New Plan","New Plan",1091.07,818.3,272.77,"New Plan"
"Texas UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self Plus One","Y53","New Plan",418.06,313.55,104.51,"New Plan","New Plan",905.8,679.35,226.45,"New Plan"
"Utah Aetna Advantage - Advantage Self","Z24","214.08",230.78,173.09,57.69,"4.17","463.84",500.02,375.02,125,"9.0399999999999991"
"Utah Aetna Advantage - Advantage Self & Family","Z25","567.30999999999995",611.54,458.66,152.88,"11.05","1229.17",1325,993.75,331.25,"23.96"
"Utah Aetna Advantage - Advantage Self Plus One","Z26","470.97",507.7,380.78,126.92,"9.18","1020.44",1100.02,825.02,275,"19.89"
"Utah Aetna Direct - CDHP Self","N61","282.76",284.23,213.17,71.06,"0.37","612.65",615.83,461.87,153.96,"0.8"
"Utah Aetna Direct - CDHP Self & Family","N62","713.08",716.8,537.6,179.2,"0.93","1545.01",1553.07,1164.8,388.27,"2.02"
"Utah Aetna Direct - CDHP Self Plus One","N63","620.1",623.33,467.5,155.83,"0.81","1343.55",1350.55,1012.91,337.64,"1.75"
"Utah Aetna HealthFund CDHP and Aetna Value Plan - Value Self","G54","328.95",330.94,241.58,89.36,"-3.82","712.73",717.04,523.42,193.62,"-8.27"
"Utah Aetna HealthFund CDHP and Aetna Value Plan - Value Self & Family","G55","753.4",757.97,562.25,195.72,"-11.21","1632.37",1642.27,1218.21,424.06,"-24.29"
"Utah Aetna HealthFund CDHP and Aetna Value Plan - Value Self Plus One","G56","738.63",743.12,517.46,225.66,"-8.85","1600.37",1610.09,1121.16,488.93,"-19.18"
"Utah Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self","G51","417.46",488.66,241.58,247.08,"65.39","904.5",1058.76,523.42,535.34,"141.68"
"Utah Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self & Family","G52","952.2",1114.65,562.25,552.4,"146.66999999999999","2063.1",2415.08,1218.21,1196.87,"317.79000000000002"
"Utah Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self Plus One","G53","942.79",1103.63,517.46,586.17,"147.5","2042.71",2391.2,1121.16,1270.04,"319.58999999999997"
"Utah Aetna HealthFund HDHP - HDHP Self","224","336.37",362.78,241.58,121.2,"20.6","728.8",786.02,523.42,262.6,"44.64"
"Utah Aetna HealthFund HDHP - HDHP Self & Family","225","741.97",800.23,562.25,237.98,"42.48","1607.6",1733.83,1218.21,515.62,"92.04"
"Utah Aetna HealthFund HDHP - HDHP Self Plus One","226","727.43",784.56,517.46,267.1,"43.79","1576.1",1699.88,1121.16,578.72,"94.88"
"Utah Altius Health Plan - High Self","9K1","465.72",483.86,241.58,242.28,"12.33","1009.06",1048.36,523.42,524.94,"26.72"
"Utah Altius Health Plan - High Self & Family","9K2","1029.93",1070.06,562.25,507.81,"24.35","2231.52",2318.46,1218.21,1100.25,"52.75"
"Utah Altius Health Plan - High Self Plus One","9K3","1019.73",1059.46,517.46,542,"26.39","2209.42",2295.5,1121.16,1174.34,"57.18"
"Utah Altius Health Plan - HDHP Self","9K4","244.26",310.38,232.79,77.59,"16.53","529.23",672.49,504.37,168.12,"35.81"
"Utah Altius Health Plan - HDHP Self & Family","9K5","510.48",648.66,486.5,162.16,"34.54","1106.04",1405.43,1054.07,351.36,"74.849999999999994"
"Utah Altius Health Plan - HDHP Self Plus One","9K6","500.48",635.93,476.95,158.98,"33.86","1084.3699999999999",1377.85,1033.39,344.46,"73.37"
"Utah Altius Health Plan - Standard Self","DK4","351.37",407.59,241.58,166.01,"50.41","761.3",883.11,523.42,359.69,"109.23"
"Utah Altius Health Plan - Standard Self & Family","DK5","775.95",900.09,562.25,337.84,"108.36","1681.23",1950.2,1218.21,731.99,"234.78"
"Utah Altius Health Plan - Standard Self Plus One","DK6","768.26",891.17,517.46,373.71,"109.57","1664.56",1930.87,1121.16,809.71,"237.41"
"Utah SelectHealth Plan - Standard Self","SF4","279.23",290.13,217.6,72.53,"2.72","605",628.62,471.47,157.15,"5.9"
"Utah SelectHealth Plan - Standard Self & Family","SF5","636.4",725.33,544,181.33,"22.23","1378.87",1571.55,1178.66,392.89,"48.17"
"Utah SelectHealth Plan - Standard Self Plus One","SF6","636.4",638.29,478.72,159.57,"0.47","1378.87",1382.96,1037.22,345.74,"1.02"
"Utah SelectHealth Plan - HDHP Self","WX1","243.32",248.99,186.74,62.25,"1.42","527.19000000000005",539.48,404.61,134.87,"3.07"
"Utah SelectHealth Plan - HDHP Self & Family","WX2","554.54999999999995",622.47,466.85,155.62,"16.98","1201.53",1348.69,1011.52,337.17,"36.79"
"Utah SelectHealth Plan - HDHP Self Plus One","WX3","554.54999999999995",547.77,410.83,136.94,"-1.7","1201.53",1186.84,890.13,296.71,"-3.67"
"Utah UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self","Y51","New Plan",190.03,142.52,47.51,"New Plan","New Plan",411.73,308.8,102.93,"New Plan"
"Utah UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self & Family","Y52","New Plan",503.57,377.68,125.89,"New Plan","New Plan",1091.07,818.3,272.77,"New Plan"
"Utah UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self Plus One","Y53","New Plan",418.06,313.55,104.51,"New Plan","New Plan",905.8,679.35,226.45,"New Plan"
"Vermont Aetna Advantage - Advantage Self","Z24","214.08",230.78,173.09,57.69,"4.17","463.84",500.02,375.02,125,"9.0399999999999991"
"Vermont Aetna Advantage - Advantage Self & Family","Z25","567.30999999999995",611.54,458.66,152.88,"11.05","1229.17",1325,993.75,331.25,"23.96"
"Vermont Aetna Advantage - Advantage Self Plus One","Z26","470.97",507.7,380.78,126.92,"9.18","1020.44",1100.02,825.02,275,"19.89"
"Vermont Aetna Direct - CDHP Self","N61","282.76",284.23,213.17,71.06,"0.37","612.65",615.83,461.87,153.96,"0.8"
"Vermont Aetna Direct - CDHP Self & Family","N62","713.08",716.8,537.6,179.2,"0.93","1545.01",1553.07,1164.8,388.27,"2.02"
"Vermont Aetna Direct - CDHP Self Plus One","N63","620.1",623.33,467.5,155.83,"0.81","1343.55",1350.55,1012.91,337.64,"1.75"
"Vermont Aetna HealthFund CDHP and Aetna Value Plan - Value Self","EP4","350.59",387.52,241.58,145.94,"31.12","759.61",839.63,523.42,316.21,"67.44"
"Vermont Aetna HealthFund CDHP and Aetna Value Plan - Value Self & Family","EP5","802.85",887.39,562.25,325.14,"68.760000000000005","1739.51",1922.68,1218.21,704.47,"148.97999999999999"
"Vermont Aetna HealthFund CDHP and Aetna Value Plan - Value Self Plus One","EP6","787.1",869.98,517.46,352.52,"69.540000000000006","1705.38",1884.96,1121.16,763.8,"150.68"
"Vermont Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self","EP1","496.5",519.07,241.58,277.49,"16.760000000000002","1075.75",1124.65,523.42,601.23,"36.32"
"Vermont Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self & Family","EP2","1132.3",1183.79,562.25,621.54,"35.71","2453.3200000000002",2564.88,1218.21,1346.67,"77.37"
"Vermont Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self Plus One","EP3","1121.0899999999999",1172.06,517.46,654.6,"37.630000000000003","2429.0300000000002",2539.46,1121.16,1418.3,"81.53"
"Vermont Aetna HealthFund HDHP - HDHP Self","224","336.37",362.78,241.58,121.2,"20.6","728.8",786.02,523.42,262.6,"44.64"
"Vermont Aetna HealthFund HDHP - HDHP Self & Family","225","741.97",800.23,562.25,237.98,"42.48","1607.6",1733.83,1218.21,515.62,"92.04"
"Vermont Aetna HealthFund HDHP - HDHP Self Plus One","226","727.43",784.56,517.46,267.1,"43.79","1576.1",1699.88,1121.16,578.72,"94.88"
"Vermont UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self","Y51","New Plan",190.03,142.52,47.51,"New Plan","New Plan",411.73,308.8,102.93,"New Plan"
"Vermont UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self & Family","Y52","New Plan",503.57,377.68,125.89,"New Plan","New Plan",1091.07,818.3,272.77,"New Plan"
"Vermont UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self Plus One","Y53","New Plan",418.06,313.55,104.51,"New Plan","New Plan",905.8,679.35,226.45,"New Plan"
"Virgin Islands Triple-S Salud Inc. U.S. Virgin Islands - High Self","851","313.39999999999998",313.4,235.05,78.35,"0","679.03",679.03,509.27,169.76,"0"
"Virgin Islands Triple-S Salud Inc. U.S. Virgin Islands - High Self & Family","852","717.7",717.7,538.28,179.42,"0","1555.02",1555.02,1166.27,388.75,"0"
"Virgin Islands Triple-S Salud Inc. U.S. Virgin Islands - High Self Plus One","853","703.7",703.7,517.46,186.24,"-13.34","1524.68",1524.68,1121.16,403.52,"-28.9"
"Virginia Aetna Advantage - Advantage Self","Z24","214.08",230.78,173.09,57.69,"4.17","463.84",500.02,375.02,125,"9.0399999999999991"
"Virginia Aetna Advantage - Advantage Self & Family","Z25","567.30999999999995",611.54,458.66,152.88,"11.05","1229.17",1325,993.75,331.25,"23.96"
"Virginia Aetna Advantage - Advantage Self Plus One","Z26","470.97",507.7,380.78,126.92,"9.18","1020.44",1100.02,825.02,275,"19.89"
"Virginia Aetna Direct - CDHP Self","N61","282.76",284.23,213.17,71.06,"0.37","612.65",615.83,461.87,153.96,"0.8"
"Virginia Aetna Direct - CDHP Self & Family","N62","713.08",716.8,537.6,179.2,"0.93","1545.01",1553.07,1164.8,388.27,"2.02"
"Virginia Aetna Direct - CDHP Self Plus One","N63","620.1",623.33,467.5,155.83,"0.81","1343.55",1350.55,1012.91,337.64,"1.75"
"Virginia Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self","F51","382.72",393.11,241.58,151.53,"4.58","829.23",851.74,523.42,328.32,"9.93"
"Virginia Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self & Family","F52","872.64",896.32,562.25,334.07,"7.9","1890.72",1942.03,1218.21,723.82,"17.12"
"Virginia Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self Plus One","F53","864",887.45,517.46,369.99,"10.11","1872",1922.81,1121.16,801.65,"21.91"
"Virginia Aetna HealthFund CDHP and Aetna Value Plan - Value Self","F54","378.45",379.3,241.58,137.72,"-4.96","819.98",821.82,523.42,298.4,"-10.74"
"Virginia Aetna HealthFund CDHP and Aetna Value Plan - Value Self & Family","F55","866.59",868.56,562.25,306.31,"-13.81","1877.61",1881.88,1218.21,663.67,"-29.92"
"Virginia Aetna HealthFund CDHP and Aetna Value Plan - Value Self Plus One","F56","849.59",851.52,517.46,334.06,"-11.41","1840.78",1844.96,1121.16,723.8,"-24.72"
"Virginia Aetna HealthFund HDHP - HDHP Self","224","336.37",362.78,241.58,121.2,"20.6","728.8",786.02,523.42,262.6,"44.64"
"Virginia Aetna HealthFund HDHP - HDHP Self & Family","225","741.97",800.23,562.25,237.98,"42.48","1607.6",1733.83,1218.21,515.62,"92.04"
"Virginia Aetna HealthFund HDHP - HDHP Self Plus One","226","727.43",784.56,517.46,267.1,"43.79","1576.1",1699.88,1121.16,578.72,"94.88"
"Virginia Aetna Open Access - High Self","JN1","525.03",543.03,241.58,301.45,"12.19","1137.57",1176.57,523.42,653.15,"26.42"
"Virginia Aetna Open Access - High Self & Family","JN2","1180.3499999999999",1220.79,562.25,658.54,"24.66","2557.4299999999998",2645.05,1218.21,1426.84,"53.43"
"Virginia Aetna Open Access - High Self Plus One","JN3","1168.6600000000001",1208.7,517.46,691.24,"26.7","2532.1",2618.85,1121.16,1497.69,"57.85"
"Virginia Aetna Open Access - Basic Self","JN4","321.74",329.73,241.58,88.15,"2.1800000000000002","697.1",714.42,523.42,191,"4.74"
"Virginia Aetna Open Access - Basic Self & Family","JN5","736.31",754.58,562.25,192.33,"2.4900000000000002","1595.34",1634.92,1218.21,416.71,"5.39"
"Virginia Aetna Open Access - Basic Self Plus One","JN6","676.15",692.92,517.46,175.46,"3.43","1464.99",1501.33,1121.16,380.17,"7.44"
"Virginia Aetna Saver (Open Access) - Saver Self","QQ4","274.70999999999998",274.71,206.03,68.68,"0","595.21",595.21,446.41,148.8,"0"
"Virginia Aetna Saver (Open Access) - Saver Self & Family","QQ5","628.67999999999995",628.67,471.5,157.17,"0","1362.14",1362.12,1021.59,340.53,"0"
"Virginia Aetna Saver (Open Access) - Saver Self Plus One","QQ6","577.29999999999995",577.3,432.98,144.32,"0","1250.82",1250.82,938.12,312.7,"0"
"Virginia CareFirst BlueChoice - Standard Self","2G4","390.25",409.76,241.58,168.18,"13.7","845.54",887.81,523.42,364.39,"29.69"
"Virginia CareFirst BlueChoice - Standard Self & Family","2G5","927.21",973.58,562.25,411.33,"30.59","2008.96",2109.42,1218.21,891.21,"66.27"
"Virginia CareFirst BlueChoice - Standard Self Plus One","2G6","780.49",819.51,517.46,302.05,"25.68","1691.06",1775.61,1121.16,654.45,"55.65"
"Virginia CareFirst BlueChoice - HDHP Self","B61","263.12",263.12,197.34,65.78,"0","570.09",570.09,427.57,142.52,"0"
"Virginia CareFirst BlueChoice - HDHP Self & Family","B62","625.16",625.16,468.87,156.29,"0","1354.51",1354.51,1015.88,338.63,"0"
"Virginia CareFirst BlueChoice - HDHP Self Plus One","B63","526.23",526.23,394.67,131.56,"0","1140.17",1140.17,855.13,285.04,"0"
"Virginia CareFirst BlueChoice - Blue Value Plus Self","B64","325.83999999999997",334,241.58,92.42,"2.35","705.99",723.67,523.42,200.25,"5.0999999999999996"
"Virginia CareFirst BlueChoice - Blue Value Plus Self & Family","B65","774.21",793.56,562.25,231.31,"3.57","1677.46",1719.38,1218.21,501.17,"7.73"
"Virginia CareFirst BlueChoice - Blue Value Plus Self Plus One","B66","651.70000000000005",667.98,500.99,166.99,"4.07","1412.02",1447.29,1085.47,361.82,"8.82"
"Virginia Kaiser Permanente - Mid-Atlantic States - Basic Self","T71","193.9",197.41,148.06,49.35,"0.88","420.12",427.72,320.79,106.93,"1.9"
"Virginia Kaiser Permanente - Mid-Atlantic States - Basic Self & Family","T72","473.61",507.47,380.6,126.87,"8.4700000000000006","1026.1600000000001",1099.52,824.64,274.88,"18.34"
"Virginia Kaiser Permanente - Mid-Atlantic States - Basic Self Plus One","T73","431.49",439.31,329.48,109.83,"1.96","934.9",951.84,713.88,237.96,"4.24"
"Virginia Kaiser Permanente - Mid-Atlantic States - Standard Self","E34","263.79000000000002",276.13,207.1,69.03,"3.08","571.54999999999995",598.28,448.71,149.57,"6.68"
"Virginia Kaiser Permanente - Mid-Atlantic States - Standard Self & Family","E35","606.69000000000005",635.1,476.33,158.77,"7.1","1314.5",1376.05,1032.04,344.01,"15.39"
"Virginia Kaiser Permanente - Mid-Atlantic States - Standard Self Plus One","E36","606.69000000000005",635.1,476.33,158.77,"7.1","1314.5",1376.05,1032.04,344.01,"15.39"
"Virginia Kaiser Permanente - Mid-Atlantic States - High Self","E31","333.61",344.42,241.58,102.84,"5","722.82",746.24,523.42,222.82,"10.84"
"Virginia Kaiser Permanente - Mid-Atlantic States - High Self & Family","E32","767.32",792.16,562.25,229.91,"9.06","1662.53",1716.35,1218.21,498.14,"19.63"
"Virginia Kaiser Permanente - Mid-Atlantic States - High Self Plus One","E33","767.32",792.16,517.46,274.7,"11.5","1662.53",1716.35,1121.16,595.19,"24.92"
"Virginia M.D. IPA - High Self","JP1","404.59",438.87,241.58,197.29,"28.47","876.61",950.89,523.42,427.47,"61.7"
"Virginia M.D. IPA - High Self & Family","JP2","1134.48",1230.59,562.25,668.34,"80.33","2458.04",2666.28,1218.21,1448.07,"174.05"
"Virginia M.D. IPA - High Self Plus One","JP3","790.17",857.12,517.46,339.66,"53.61","1712.04",1857.09,1121.16,735.93,"116.15"
"Virginia Optima Health - HDHP Self","PG4","297.42",279.27,209.45,69.82,"-4.53","644.41",605.09,453.82,151.27,"-9.83"
"Virginia Optima Health - HDHP Self & Family","PG5","656.07",616.05,462.04,154.01,"-10.01","1421.49",1334.78,1001.09,333.69,"-21.68"
"Virginia Optima Health - HDHP Self Plus One","PG6","643.21",603.97,452.98,150.99,"-9.81","1393.62",1308.6,981.45,327.15,"-21.25"
"Virginia Optima Health - High Self","PG1","319.43",332.1,241.58,90.52,"6.86","692.1",719.55,523.42,196.13,"14.87"
"Virginia Optima Health - High Self & Family","PG2","771.86",802.47,562.25,240.22,"14.83","1672.36",1738.69,1218.21,520.48,"32.14"
"Virginia Optima Health - High Self Plus One","PG3","771.8",802.41,517.46,284.95,"17.27","1672.23",1738.56,1121.16,617.4,"37.43"
"Virginia UnitedHealthcare Insurance Company, Inc. - Choice Plus Primary - High Self","AS1","242.68",276.68,207.51,69.17,"8.5","525.80999999999995",599.47,449.6,149.87,"18.420000000000002"
"Virginia UnitedHealthcare Insurance Company, Inc. - Choice Plus Primary - High Self & Family","AS2","573.86",654.35,490.76,163.59,"20.13","1243.3599999999999",1417.76,1063.32,354.44,"43.6"
"Virginia UnitedHealthcare Insurance Company, Inc. - Choice Plus Primary - High Self Plus One","AS3","521.73",594.87,446.15,148.72,"18.29","1130.42",1288.89,966.67,322.22,"39.619999999999997"
"Virginia UnitedHealthcare Insurance Company, Inc. Choice HDHP - HDHP Self","V41","224.57",239.96,179.97,59.99,"3.85","486.57",519.91,389.93,129.98,"8.34"
"Virginia UnitedHealthcare Insurance Company, Inc. Choice HDHP - HDHP Self & Family","V42","516.51",551.91,413.93,137.98,"8.85","1119.1099999999999",1195.81,896.86,298.95,"19.170000000000002"
"Virginia UnitedHealthcare Insurance Company, Inc. Choice HDHP - HDHP Self Plus One","V43","482.83",515.91,386.93,128.98,"8.27","1046.1300000000001",1117.81,838.36,279.45,"17.920000000000002"
"Virginia UnitedHealthcare Insurance Company, Inc. Choice Open Access HMO - High Self","LR1","329.95",355.57,241.58,113.99,"19.809999999999999","714.89",770.4,523.42,246.98,"42.93"
"Virginia UnitedHealthcare Insurance Company, Inc. Choice Open Access HMO - High Self & Family","LR2","781.98",842.69,562.25,280.44,"44.93","1694.29",1825.83,1218.21,607.62,"97.35"
